Salinas River at Paso Robles, CA	
California		
Mean annual (Water Year, Oct-Sep) streamflow reconstruction		
Values in cubic feet per second (CFS)		
Recon = reconstruction		
Observed = gage record from USGS	
Recon Interval: 1409-2003		
Observed Interval: 1940-2003 (1966-1969 missing)		
PI: R. D. Griffin		
Reference: Griffin, R.D. 2005. Paleohydrology of the Salinas River, California, 
reconstructed from blue oak tree rings. Geological Society of America
Annual Meeting, Denver, CO, October 16, 2005.
URL: http://treeflow.info/cali/salinas.html
Add'l Info: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/
reconstructions/california/salinas-flow.txt

==========    		
Year    Recon   Observed
1648     53.86     -9999      
1649    252.55     -9999      
1650     55.85     -9999      
1651    207.73     -9999      
1652     62.99     -9999      
1653     40.15     -9999      
1654      0.00     -9999      
1655      0.00     -9999      
1656    336.77     -9999      
1657     45.58     -9999      
1658     51.57     -9999      
1659     24.45     -9999      
1660    249.12     -9999      
1661    196.88     -9999      
1662    168.90     -9999      
1663     36.73     -9999      
1664    213.72     -9999      
1665     29.59     -9999      
1666      1.90     -9999      
1667      0.00     -9999      
1668    205.73     -9999      
1669      0.00     -9999      
1670      0.00     -9999      
1671    234.85     -9999      
1672    200.88     -9999      
1673      0.00     -9999      
1674    159.77     -9999      
1675    142.93     -9999      
1676      0.00     -9999      
1677    241.42     -9999      
1678    130.65     -9999      
1679     63.56     -9999      
1680    273.10     -9999      
1681     38.44     -9999      
1682    198.02     -9999      
1683    200.31     -9999      
1684     99.25     -9999      
1685    162.62     -9999      
1686      2.18     -9999      
1687    158.63     -9999      
1688     97.82     -9999      
1689     61.28     -9999      
1690     48.43     -9999      
1691      0.00     -9999      
1692    190.03     -9999      
1693    170.05     -9999      
1694    111.81     -9999      
1695    153.77     -9999      
1696    251.98     -9999      
1697    154.92     -9999      
1698     24.74     -9999      
1699    188.89     -9999      
1700    116.66     -9999      
1701      4.18     -9999      
1702    270.25     -9999      
1703     16.17     -9999      
1704    217.72     -9999      
1705    102.39     -9999      
1706      0.00     -9999      
1707      0.00     -9999      
1708     35.58     -9999      
1709    182.04     -9999      
1710     14.74     -9999      
1711    221.15     -9999      
1712    135.50     -9999      
1713     46.43     -9999      
1714     54.43     -9999      
1715     89.25     -9999      
1716     29.02     -9999      
1717    183.18     -9999      
