Colorado River at Lees Ferry, AZ (Meko)
Upper Colorado River Basin
Annual (Water Year, Oct-Sep) streamflow reconstruction
Values in acre-feet
Recon = reconstruction
Observed = natural flow record from US Bureau of Reclamation
Recon Interval: 762-2005	
Observed Interval: 1906-2004
PI: D. Meko
Reference: 	Meko, D.M., C.A. Woodhouse, C.H. Baisan, T. Knight, J.J. Lukas, 
M.K. Hughes, and M.W. Salzer. 2007. Medieval drought in the upper Colorado 
River Basin. Geophysical Research Letters, Vol. 34, L10705	
URL: http://treeflow.info/upco/coloradoleesmeko.html
Add'l Info: http://www.ncdc.noaa.gov/paleo/pubs/meko2007/meko2007.html 	 
           
==========              
Year	   Recon  Observed
1399   8224677     -9999  
1400  12879594     -9999  
1401  17480152     -9999  
1402  12147877     -9999  
1403  13939979     -9999  
1404  17626178     -9999  
1405  13852027     -9999  
1406  15457714     -9999  
1407  14365637     -9999  
1408  16534711     -9999  
1409  20376154     -9999  
1410  14908050     -9999  
1411  12296524     -9999  
1412  17343862     -9999  
1413  10828995     -9999  
1414  19787402     -9999  
1415  10096401     -9999  
1416  10031229     -9999  
1417  13297674     -9999  
1418  13882106     -9999  
1419  13948958     -9999  
1420  14891320     -9999  
1421  11443167     -9999  
1422  15835044     -9999  
1423  13964155     -9999  
1424  13325686     -9999  
1425  11082957     -9999  
1426  17540002     -9999  
1427  15340520     -9999  
1428  14441535     -9999  
1429  16564995     -9999  
1430  17615716     -9999  
1431  18976166     -9999  
1432  16942650     -9999  
1433  14532326     -9999  
1434  15845391     -9999  
1435  15131373     -9999  
1436  16307562     -9999  
1437  13467976     -9999  
1438  10794470     -9999  
1439  10550095     -9999  
1440  18047489     -9999  
1441  20185319     -9999  
1442  10059045     -9999  
1443  14425095     -9999  
1444  13009182     -9999  
1445   9959633     -9999  
1446  11423783     -9999  
1447  16162945     -9999  
1448  14371959     -9999  
1449  14508034     -9999  
1450   9411372     -9999  
1451  18128897     -9999  
1452  16923112     -9999  
1453  14302778     -9999  
1454   9356632     -9999  
1455   7072318     -9999  
1456  12251861     -9999  
1457  14982642     -9999  
1458  16578918     -9999  
1459  13544539     -9999  
1460   7503510     -9999  
1461  10308124     -9999  
1462  19448273     -9999  
1463  17612606     -9999  
1464  13449700     -9999  
1465   9215321     -9999  
1466  17480483     -9999  
1467  21433236     -9999  
1468  18229745     -9999  
1469  15152509     -9999  
1470  14233471     -9999  
1471   9887768     -9999  
1472   9722365     -9999  
1473  11766665     -9999  
1474  13636421     -9999  
1475  11738936     -9999  
1476  17789630     -9999  
1477  18911340     -9999  
1478  16938101     -9999  
1479  13141894     -9999  
1480  11076401     -9999  
1481  14397519     -9999  
1482  18072585     -9999  
1483  16337517     -9999  
1484  23474994     -9999  
1485  19215991     -9999  
1486  17466079     -9999  
1487  15128190     -9999  
1488  15265868     -9999  
1489  19157418     -9999  
1490  19985431     -9999  
1491  20594059     -9999  
1492  14641397     -9999  
1493  13439659     -9999  
1494  17072805     -9999  
1495   7603949     -9999  
1496   5916445     -9999  
1497  14971029     -9999  
1498  19296230     -9999  
1499   9879429     -9999  
1500   6606660     -9999  
1501  11685536     -9999  
1502  15732297     -9999  
1503  14836480     -9999  
1504  15214217     -9999  
1505   9422774     -9999  
1506   6278161     -9999  
1507  12858541     -9999  
1508  16830423     -9999  
1509  18751510     -9999  
1510  11740251     -9999  
1511  15912264     -9999  
1512  16032679     -9999  
1513  16094805     -9999  
1514  19109696     -9999  
1515  11754489     -9999  
1516  10435022     -9999  
1517  15071168     -9999  
1518  13227347     -9999  
1519  16054656     -9999  
1520  15001701     -9999  
1521  19936479     -9999  
1522  12386280     -9999  
1523  18078110     -9999  
1524  16390922     -9999  
1525  15102833     -9999  
1526  18238444     -9999  
1527  17532499     -9999  
1528  13177312     -9999  
1529  15171035     -9999  
1530  15375853     -9999  
1531   7981140     -9999  
1532   5770816     -9999  
1533  15835009     -9999  
1534  17140512     -9999  
1535  17318324     -9999  
1536  19772326     -9999  
1537  17231643     -9999  
1538  10849382     -9999  
1539  15297488     -9999  
1540  18280541     -9999  
1541  16094878     -9999  
1542   5943902     -9999  
1543  13651732     -9999  
1544  11417908     -9999  
1545  10884303     -9999  
1546  16986742     -9999  
1547  16608440     -9999  
1548  17097490     -9999  
1549  20321540     -9999  
1550  18140838     -9999  
1551  12344133     -9999  
1552  15010693     -9999  
1553  21118609     -9999  
1554  14865623     -9999  
1555  14600919     -9999  
1556  16014145     -9999  
1557  18686037     -9999  
1558   9366400     -9999  
1559  12471945     -9999  
1560  17519942     -9999  
1561  13611055     -9999  
1562  10860170     -9999  
1563  14161188     -9999  
1564  18925366     -9999  
1565  17461973     -9999  
